spicountrycode,spiyear,inv_inf,inv_tur,inv_san
AFG,2011,4.959497196353612,0.2518858682244462,0.22488669576683681
AFG,2012,4.707540608420672,0.3143554349662399,0.23666055307810266
AFG,2013,5.268133337387966,0.34048648533654186,0.25440766664133824
AFG,2014,6.5804936788079225,0.26415871615780373,0.25790059506953195
AFG,2015,6.2579535058533615,0.35673419804277623,0.27602843215229017
AFG,2016,5.533189036522906,0.3461817026369187,0.35145039202927497
AFG,2017,7.325743234447324,0.34059090735430847,0.2862059828542225
AFG,2018,6.767303129474044,0.36862476836922964,0.31285012437477755
AFG,2019,7.201765799062709,0.45134342661797977,0.3198781673052346
AFG,2020,8.948901107883716,0.32519499442199185,0.33528739615016684
AFG,2021,7.572639842782404,0.3887148685937513,0.34540331526334195
AFG,2022,7.64738348817679,0.33330597156850406,0.30928495956580543
ALB,2011,17.29546263042543,0.9110147949049896,0.7855675434313273
ALB,2012,16.867932881181034,1.0261876141516095,0.762491332237679
ALB,2013,18.177640740416102,0.8717356811313056,0.7860428348440845
ALB,2014,19.207897031955103,1.00237378760869,0.6144378216101092
ALB,2015,18.407784149866558,1.0038068488740823,0.8378025388463368
ALB,2016,19.427850807222622,0.9913751718508227,0.9424129682316317
ALB,2017,18.758009059139642,1.2290677254973597,0.8856620703039606
ALB,2018,23.839912130692337,1.07237646898828,0.8703471217013015
ALB,2019,19.619071742225756,1.2708060498777887,0.7183959955750582
ALB,2020,26.191910734636224,1.2237528614304811,0.845069651266481
ALB,2021,23.875031792130308,1.1182532250490849,0.8496338190065288
ALB,2022,21.547409524171528,1.3745118678636181,0.7867660526668424
DZA,2011,16.977531160069937,0.8811746218972035,0.6082111182968768
DZA,2012,14.677631147423044,0.9239314392633949,0.5793562403607346
DZA,2013,16.93285339623978,0.8780810224569026,0.6301581251399203
DZA,2014,14.195438325230176,0.8759272875125506,0.6161127303908255
DZA,2015,15.324723398254926,1.0039002281170755,0.9959450734427092
DZA,2016,19.765525580354467,0.8916732578622916,0.5958675989255928
DZA,2017,16.456093638214302,1.013844607522487,0.6102187323821977
DZA,2018,20.286777906937097,0.9066894738773872,0.6896882934311356
DZA,2019,15.627304223368132,0.7893967762142745,0.7873820485044268
DZA,2020,15.857182372227832,0.8115093187199336,0.8163915707593882
DZA,2021,16.695439738963927,0.7731970147092044,0.8562296268411579
DZA,2022,19.824404827814476,1.0966721910850332,0.8721785440316847
AGO,2011,5.884992100868045,0.43025511447277814,0.32853169015867056
AGO,2012,7.555488337956566,0.30728198000877077,0.2406943569585077
AGO,2013,7.2686952702993715,0.4364181137394346,0.3128150813092583
AGO,2014,8.40793631466065,0.4603401360113198,0.3750429203683481
AGO,2015,6.996305036313296,0.5381609282642598,0.35177523464419647
