ccaa,CPRO,CMUN,dist,secc,t1_1,t2_1,t2_2,t3_1,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,id_zona,nombre_zona
13,28,074,02,011,1104,0.5344,0.4656,47.7283,0.1114,0.6304,0.2582,0.0915,0.1395,0.0377,0.0326,0.2385,0.1459,0.4536,0.5311,169,Mendiguchía Carriche
13,28,074,02,012,734,0.4973,0.5027,47.2534,0.109,0.5872,0.3038,0.1962,0.2847,0.0229,0.0122,0.1498,0.1567,0.4113,0.4878,169,Mendiguchía Carriche
13,28,074,02,013,1563,0.5157,0.4843,45.6552,0.1484,0.5809,0.2706,0.1689,0.2316,0.0331,0.0218,0.148,0.2287,0.3802,0.4929,193,Palomares
13,28,074,02,014,928,0.5237,0.4763,46.6886,0.1272,0.6088,0.264,0.1433,0.1875,0.058,0.0457,0.2716,0.1487,0.4593,0.5395,193,Palomares
13,28,074,02,015,1118,0.5277,0.4723,46.6485,0.1172,0.6172,0.2657,0.1717,0.2469,0.0344,0.0233,0.1682,0.2399,0.382,0.5025,193,Palomares
13,28,074,02,016,941,0.5143,0.4857,46.5388,0.1265,0.5994,0.2742,0.2264,0.2763,0.0547,0.0389,0.1898,0.1779,0.4161,0.5061,193,Palomares
13,28,074,02,017,1176,0.5213,0.4787,44.7577,0.1318,0.6344,0.2338,0.2151,0.2738,0.0421,0.0353,0.1988,0.1407,0.4545,0.5289,193,Palomares
13,28,074,02,019,1397,0.5197,0.4803,48.4431,0.1152,0.5719,0.3128,0.1854,0.2384,0.0429,0.0299,0.2273,0.1739,0.3997,0.4838,193,Palomares
13,28,074,02,020,1160,0.5328,0.4672,46.306,0.1336,0.5991,0.2672,0.1397,0.1948,0.0547,0.0398,0.2915,0.1255,0.4438,0.5075,193,Palomares
13,28,074,02,021,839,0.5054,0.4946,46.3337,0.1108,0.6389,0.2503,0.1836,0.2539,0.0496,0.0375,0.2534,0.1277,0.4946,0.567,193,Palomares
13,28,074,02,022,615,0.5041,0.4959,49.7951,0.065,0.6569,0.278,0.0537,0.0927,0.0643,0.0487,0.3322,0.1082,0.473,0.5304,193,Palomares
13,28,074,03,001,1111,0.5104,0.4896,48.054,0.1269,0.5428,0.3303,0.1368,0.1728,0.0526,0.0381,0.2206,0.1573,0.3866,0.4588,181,María Jesús Hereza
13,28,074,03,002,1201,0.5137,0.4863,45.9059,0.1415,0.5754,0.2831,0.179,0.2431,0.0301,0.0165,0.1765,0.1761,0.4219,0.5121,181,María Jesús Hereza
13,28,074,03,003,1043,0.5187,0.4813,45.1045,0.139,0.6098,0.2512,0.2109,0.2733,0.039,0.0234,0.1715,0.1752,0.4298,0.5212,181,María Jesús Hereza
13,28,074,03,004,1043,0.5254,0.4746,46.2167,0.1208,0.6309,0.2483,0.1726,0.2579,0.0273,0.0185,0.1832,0.1847,0.4427,0.5431,181,María Jesús Hereza
13,28,074,03,005,832,0.5228,0.4772,44.1454,0.149,0.6274,0.2236,0.2704,0.3401,0.0268,0.0212,0.1299,0.199,0.4322,0.5395,181,María Jesús Hereza
13,28,074,03,006,1149,0.5283,0.4717,46.9591,0.121,0.5857,0.2933,0.1732,0.2489,0.0386,0.0208,0.1634,0.177,0.396,0.4812,181,María Jesús Hereza
13,28,074,03,007,1235,0.5263,0.4737,48.6988,0.119,0.5255,0.3555,0.1538,0.1976,0.0285,0.0175,0.17,0.1594,0.3879,0.4614,181,María Jesús Hereza
13,28,074,03,008,1672,0.5221,0.4779,45.5748,0.1447,0.6005,0.2548,0.2225,0.2697,0.0308,0.0259,0.1699,0.2053,0.4007,0.5042,181,María Jesús Hereza
NA,NA,074,03,009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,María Jesús Hereza
NA,NA,074,03,010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,María Jesús Hereza
NA,NA,074,03,011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,María Jesús Hereza
13,28,074,03,012,1797,0.5281,0.4719,44.916,0.1413,0.6216,0.2371,0.2181,0.2794,0.0318,0.0194,0.1685,0.2002,0.4193,0.5243,181,María Jesús Hereza
13,28,074,03,013,1472,0.5014,0.4986,44.5876,0.1352,0.6399,0.2249,0.2337,0.286,0.0314,0.0236,0.1877,0.1904,0.4509,0.557,181,María Jesús Hereza
13,28,074,03,014,1689,0.5021,0.4979,37.8372,0.2137,0.672,0.1143,0.0989,0.1403,0.0482,0.0354,0.3637,0.1026,0.619,0.6898,181,María Jesús Hereza
13,28,074,03,015,1904,0.5084,0.4916,42.5462,0.1812,0.6134,0.2054,0.0368,0.0636,0.0622,0.0494,0.3804,0.1093,0.5279,0.5927,181,María Jesús Hereza
13,28,074,03,016,1590,0.522,0.478,41.6843,0.1157,0.7572,0.127,0.0465,0.0786,0.1145,0.0861,0.3442,0.1049,0.5583,0.6238,181,María Jesús Hereza
13,28,074,03,017,1181,0.5114,0.4886,42.0144,0.1414,0.6935,0.1651,0.039,0.0813,0.0602,0.0513,0.285,0.1795,0.4822,0.5878,181,María Jesús Hereza
13,28,074,03,018,2247,0.514,0.486,36.4014,0.2052,0.7241,0.0708,0.101,0.1535,0.0482,0.037,0.2609,0.1831,0.5297,0.6484,181,María Jesús Hereza
13,28,074,03,019,1509,0.5089,0.4911,42.5023,0.114,0.7515,0.1345,0.0325,0.0663,0.1219,0.1002,0.463,0.0922,0.5453,0.6006,181,María Jesús Hereza
13,28,074,03,020,2654,0.4857,0.5143,31.5814,0.3176,0.6447,0.0377,0.046,0.0705,0.0491,0.0392,0.5246,0.0612,0.7703,0.8205,181,María Jesús Hereza
13,28,074,03,021,3045,0.4943,0.5057,30.6742,0.3258,0.647,0.0273,0.0269,0.0562,0.0424,0.0297,0.5304,0.067,0.7998,0.8573,181,María Jesús Hereza
13,28,074,03,022,2041,0.4973,0.5027,36.2004,0.2504,0.6536,0.096,0.0245,0.0475,0.0569,0.0418,0.4431,0.0731,0.6876,0.7418,181,María Jesús Hereza
13,28,074,03,023,2477,0.4905,0.5095,31.9814,0.2846,0.6883,0.027,0.0343,0.042,0.053,0.0429,0.5954,0.057,0.8121,0.8612,181,María Jesús Hereza
13,28,074,03,024,1855,0.4857,0.5143,31.2307,0.2464,0.7321,0.0216,0.0151,0.0383,0.0415,0.03,0.5837,0.0591,0.8548,0.9084,181,María Jesús Hereza
13,28,074,04,001,1194,0.5335,0.4665,48.3434,0.1131,0.572,0.3149,0.1382,0.1893,0.0264,0.0179,0.1832,0.1563,0.4334,0.5137,150,Los Pedroches
13,28,074,04,002,1209,0.5227,0.4773,47.4309,0.1117,0.6096,0.2787,0.139,0.1935,0.0326,0.0233,0.2188,0.1768,0.4292,0.5214,150,Los Pedroches
13,28,074,04,003,1131,0.5013,0.4987,48.2255,0.1034,0.5818,0.3148,0.1105,0.1627,0.0542,0.0365,0.2278,0.1431,0.431,0.503,150,Los Pedroches
13,28,074,04,004,939,0.5325,0.4675,47.9446,0.1257,0.5538,0.3206,0.1118,0.1725,0.0353,0.0244,0.2144,0.1468,0.4178,0.4896,150,Los Pedroches
13,28,074,04,005,1106,0.5325,0.4675,49.4638,0.1212,0.5172,0.3617,0.0579,0.0986,0.034,0.0216,0.2305,0.1207,0.3971,0.4516,150,Los Pedroches
13,28,074,04,006,898,0.529,0.471,48.4733,0.1236,0.5367,0.3396,0.1169,0.1592,0.0318,0.0191,0.2122,0.1436,0.4091,0.4778,150,Los Pedroches
13,28,074,04,007,1025,0.52,0.48,48.522,0.1093,0.5785,0.3122,0.08,0.1278,0.0307,0.0241,0.241,0.1471,0.4447,0.5214,150,Los Pedroches
13,28,074,04,008,927,0.5243,0.4757,50.2567,0.1057,0.5491,0.3452,0.1068,0.1392,0.0181,0.0133,0.1942,0.1558,0.4053,0.4801,150,Los Pedroches
13,28,074,04,009,1277,0.5372,0.4628,48.7048,0.1214,0.5544,0.3242,0.0995,0.1762,0.0321,0.0205,0.2086,0.1564,0.4037,0.4786,150,Los Pedroches
13,28,074,04,010,1321,0.5238,0.4762,48.3013,0.1264,0.5185,0.355,0.1083,0.1491,0.0251,0.0182,0.1932,0.1363,0.4064,0.4705,150,Los Pedroches
13,28,074,04,011,835,0.5317,0.4683,53.1114,0.0826,0.5018,0.4156,0.0743,0.115,0.0235,0.017,0.1906,0.1361,0.3564,0.4125,150,Los Pedroches
13,28,074,04,012,928,0.5313,0.4688,44.3254,0.1433,0.6056,0.2511,0.1606,0.2252,0.0314,0.0151,0.1962,0.1574,0.4579,0.5434,150,Los Pedroches
13,28,074,04,013,1225,0.5273,0.4727,49.5886,0.0971,0.5584,0.3445,0.0833,0.1404,0.0452,0.0307,0.2197,0.1607,0.4014,0.4783,150,Los Pedroches
13,28,074,04,014,906,0.5419,0.4581,47.6325,0.1313,0.5773,0.2914,0.0938,0.1634,0.0305,0.0241,0.2465,0.0995,0.46,0.5108,150,Los Pedroches
13,28,074,04,015,980,0.5286,0.4714,51.901,0.0776,0.5245,0.398,0.0867,0.1194,0.0354,0.0232,0.2091,0.1527,0.3684,0.4347,150,Los Pedroches
13,28,074,04,016,789,0.526,0.474,53.488,0.0913,0.5095,0.3992,0.0786,0.1128,0.0251,0.0112,0.2315,0.1429,0.3933,0.4589,150,Los Pedroches
13,28,074,04,017,1301,0.5442,0.4558,49.9247,0.1053,0.5211,0.3736,0.063,0.1091,0.0412,0.0335,0.2552,0.1546,0.39,0.4613,150,Los Pedroches
13,28,074,04,018,1047,0.5501,0.4499,49.9026,0.1032,0.5396,0.3572,0.1175,0.1853,0.0341,0.017,0.1885,0.1644,0.3898,0.4665,150,Los Pedroches
13,28,074,04,019,1320,0.5326,0.4674,48.3508,0.1061,0.5576,0.3364,0.1068,0.1348,0.0373,0.0271,0.2458,0.1672,0.4051,0.4864,150,Los Pedroches
13,28,074,04,020,963,0.5244,0.4756,46.6656,0.135,0.568,0.297,0.1184,0.1734,0.0348,0.0204,0.1741,0.1511,0.425,0.5006,150,Los Pedroches
13,28,074,04,021,1054,0.5427,0.4573,49.5835,0.1139,0.5474,0.3387,0.1309,0.1575,0.0171,0.0128,0.2152,0.1448,0.4111,0.4807,090,Europa
13,28,074,04,022,944,0.5053,0.4947,46.6684,0.125,0.6123,0.2627,0.0996,0.1472,0.04,0.0254,0.2179,0.1597,0.4395,0.523,090,Europa
13,28,074,04,023,1171,0.5576,0.4424,49.924,0.1298,0.5073,0.3629,0.07,0.105,0.0373,0.0265,0.1933,0.1432,0.37,0.4318,090,Europa
13,28,074,04,024,1097,0.5178,0.4822,52.7229,0.1012,0.4868,0.412,0.0893,0.1349,0.0325,0.0243,0.2404,0.1268,0.3631,0.4158,090,Europa
13,28,074,04,025,1153,0.5152,0.4848,46.1908,0.1292,0.582,0.2888,0.1578,0.2272,0.0279,0.0189,0.1783,0.1591,0.4422,0.5259,090,Europa
13,28,074,04,026,942,0.5117,0.4883,49.4894,0.1072,0.5488,0.3439,0.0977,0.1497,0.0428,0.0285,0.2069,0.1421,0.409,0.4768,090,Europa
13,28,074,04,027,836,0.5419,0.4581,47.0132,0.1172,0.5837,0.299,0.1328,0.1507,0.0312,0.0244,0.2087,0.1405,0.4309,0.5014,090,Europa
13,28,074,04,028,1007,0.5194,0.4806,52.4906,0.1003,0.5015,0.3982,0.0953,0.147,0.0309,0.021,0.1512,0.1851,0.3499,0.4294,090,Europa
13,28,074,04,029,1075,0.5247,0.4753,50.5656,0.1302,0.4893,0.3805,0.0549,0.0977,0.0299,0.0225,0.2139,0.1327,0.3775,0.4353,090,Europa
13,28,074,04,030,990,0.5343,0.4657,52.3364,0.104,0.4869,0.4091,0.0657,0.1091,0.0361,0.0282,0.2086,0.1573,0.3563,0.4228,090,Europa
13,28,074,04,031,959,0.5454,0.4546,48.0063,0.1251,0.5401,0.3347,0.1543,0.2086,0.0417,0.0238,0.1776,0.1105,0.3933,0.4422,090,Europa
13,28,074,04,032,1285,0.5268,0.4732,47.3767,0.1222,0.551,0.3268,0.0763,0.1432,0.0443,0.0293,0.2048,0.1168,0.4291,0.4858,090,Europa
13,28,074,04,033,1074,0.5326,0.4674,49.9749,0.1061,0.5242,0.3696,0.1127,0.1527,0.024,0.0167,0.1573,0.1365,0.3823,0.4427,090,Europa
13,28,074,04,034,1052,0.5342,0.4658,50.0884,0.1103,0.5067,0.3831,0.0913,0.1283,0.0256,0.0139,0.1581,0.1332,0.3825,0.4412,090,Europa
13,28,074,04,035,1211,0.5128,0.4872,47.7903,0.1156,0.559,0.3254,0.1073,0.1685,0.0355,0.0243,0.1849,0.1487,0.4062,0.4771,169,Mendiguchía Carriche
13,28,074,04,036,1170,0.5248,0.4752,48.0538,0.1291,0.5402,0.3308,0.106,0.1444,0.0275,0.0226,0.213,0.1677,0.4092,0.4917,169,Mendiguchía Carriche
13,28,074,04,037,1155,0.5273,0.4727,50.8978,0.0996,0.5247,0.3758,0.0537,0.0779,0.0452,0.0327,0.2875,0.1206,0.3856,0.4385,169,Mendiguchía Carriche
13,28,074,04,038,1010,0.5307,0.4693,48.598,0.1129,0.5574,0.3297,0.0842,0.1337,0.048,0.0324,0.2154,0.181,0.3839,0.4688,090,Europa
13,28,074,04,039,961,0.5016,0.4984,48.5921,0.1051,0.5692,0.3257,0.0947,0.1498,0.0221,0.0116,0.186,0.19,0.3965,0.4895,090,Europa
13,28,074,04,040,1033,0.5286,0.4714,51.0552,0.1045,0.5344,0.3611,0.0484,0.0794,0.0443,0.0292,0.1903,0.135,0.4086,0.4724,090,Europa
13,28,074,04,041,941,0.526,0.474,53.8863,0.1041,0.4665,0.4293,0.0531,0.0786,0.0273,0.0142,0.1886,0.1228,0.3559,0.4057,090,Europa
13,28,074,05,001,1475,0.52,0.48,47.4414,0.1037,0.6427,0.2536,0.0556,0.0854,0.0469,0.0356,0.3192,0.1243,0.4849,0.5537,164,María Montessori
13,28,074,05,002,1975,0.5068,0.4932,46.0506,0.1043,0.6724,0.2233,0.0592,0.0916,0.0746,0.0571,0.3759,0.0956,0.5025,0.5557,164,María Montessori
13,28,074,05,003,1595,0.5103,0.4897,46.3567,0.0878,0.7216,0.1906,0.0332,0.0746,0.0522,0.0405,0.3079,0.142,0.5107,0.5952,164,María Montessori
13,28,074,05,004,950,0.5284,0.4716,49.8726,0.0832,0.6284,0.2884,0.0411,0.0768,0.0471,0.039,0.3479,0.1079,0.465,0.5212,164,María Montessori
13,28,074,05,005,1440,0.5215,0.4785,45.5861,0.1097,0.6806,0.2097,0.0625,0.0889,0.0663,0.0546,0.3674,0.0904,0.5257,0.578,164,María Montessori
13,28,074,05,006,1296,0.5247,0.4753,47.3873,0.0926,0.679,0.2284,0.0386,0.0579,0.0714,0.0595,0.3682,0.1118,0.4864,0.5476,164,María Montessori
13,28,074,05,007,1781,0.5065,0.4935,37.3605,0.2004,0.7069,0.0926,0.1162,0.1679,0.0534,0.0358,0.2949,0.1263,0.5878,0.6728,169,Mendiguchía Carriche
13,28,074,05,008,942,0.5032,0.4968,43.8599,0.0966,0.7516,0.1518,0.0552,0.0786,0.0964,0.0693,0.4125,0.1149,0.5523,0.624,164,María Montessori
13,28,074,05,009,1609,0.496,0.504,39.3188,0.1554,0.7477,0.097,0.051,0.092,0.0964,0.064,0.2943,0.1868,0.5158,0.6343,142,Leganés Norte
13,28,074,05,010,1169,0.5013,0.4987,42.4183,0.1334,0.7143,0.1523,0.0197,0.0402,0.0918,0.0661,0.3968,0.1225,0.5301,0.6041,142,Leganés Norte
13,28,074,05,011,1474,0.5109,0.4891,38.4009,0.1818,0.7151,0.1031,0.0563,0.1004,0.0605,0.0406,0.2463,0.2665,0.4519,0.6161,142,Leganés Norte
13,28,074,05,012,2943,0.5073,0.4927,37.0082,0.194,0.7404,0.0656,0.0496,0.0999,0.0957,0.0658,0.3491,0.0996,0.6024,0.6691,142,Leganés Norte
13,28,074,05,013,1309,0.5011,0.4989,48.8037,0.0749,0.6799,0.2452,0.0237,0.0573,0.0553,0.0446,0.3328,0.1232,0.4467,0.5095,164,María Montessori
13,28,074,05,014,1255,0.5187,0.4813,45.2311,0.0869,0.745,0.1681,0.0414,0.0789,0.0777,0.0567,0.3639,0.1135,0.5454,0.6152,164,María Montessori
13,28,074,05,015,1284,0.5078,0.4922,44.0545,0.0911,0.7578,0.1511,0.0522,0.095,0.0908,0.0703,0.3899,0.1259,0.5476,0.6264,164,María Montessori
13,28,074,05,016,1848,0.5216,0.4784,39.6223,0.1753,0.71,0.1147,0.0779,0.1456,0.0945,0.0676,0.3766,0.1162,0.5741,0.6496,142,Leganés Norte
13,28,074,05,017,1754,0.5068,0.4932,39.9749,0.1802,0.691,0.1288,0.065,0.1528,0.0758,0.057,0.306,0.1771,0.4944,0.6008,142,Leganés Norte
13,28,074,05,018,1069,0.5108,0.4892,37.811,0.2021,0.6978,0.1001,0.1001,0.1431,0.0598,0.0481,0.3705,0.1107,0.612,0.6882,142,Leganés Norte
13,28,074,05,019,3074,0.4899,0.5101,31.8299,0.3208,0.6464,0.0329,0.0345,0.052,0.0469,0.0311,0.4938,0.07,0.7826,0.8415,142,Leganés Norte
13,28,074,05,020,1811,0.5257,0.4743,40.0364,0.153,0.7223,0.1248,0.0602,0.1292,0.0724,0.0515,0.2621,0.1815,0.4967,0.6069,142,Leganés Norte
13,28,074,06,001,1339,0.5198,0.4802,46.0732,0.1217,0.6273,0.2509,0.1613,0.2084,0.0204,0.0145,0.1395,0.1789,0.4294,0.523,163,María Curie
13,28,074,06,002,1052,0.5114,0.4886,45.2947,0.1331,0.6236,0.2433,0.174,0.2462,0.0373,0.0219,0.1601,0.1762,0.4408,0.5351,163,María Curie
13,28,074,06,003,2561,0.5057,0.4943,39.3135,0.2128,0.6435,0.1437,0.1168,0.1702,0.0387,0.0258,0.2862,0.1196,0.5625,0.6389,163,María Curie
13,28,074,06,004,1622,0.4951,0.5049,41.6776,0.1523,0.6671,0.1806,0.2127,0.3027,0.0218,0.0131,0.1636,0.1992,0.4502,0.5622,163,María Curie
13,28,074,06,005,1526,0.5052,0.4948,40.5478,0.1678,0.6619,0.1704,0.23,0.2792,0.0236,0.015,0.1339,0.2048,0.4465,0.5614,163,María Curie
13,28,074,06,006,1186,0.5202,0.4798,42.575,0.1467,0.6644,0.1889,0.2226,0.2858,0.0336,0.0158,0.1591,0.1818,0.4625,0.5652,163,María Curie
13,28,074,06,008,1900,0.5126,0.4874,41.6632,0.1721,0.6389,0.1889,0.1832,0.2458,0.028,0.0184,0.1786,0.1864,0.4634,0.5696,163,María Curie
13,28,074,06,010,1988,0.4955,0.5045,35.9386,0.2646,0.6358,0.0996,0.0694,0.1247,0.0465,0.0287,0.3796,0.0898,0.6655,0.7312,163,María Curie
13,28,074,07,001,1161,0.5159,0.4841,47.7519,0.1102,0.6115,0.2782,0.0224,0.0413,0.0716,0.0552,0.3824,0.0872,0.456,0.4995,111,Huerta de Los Frailes
13,28,074,07,002,1742,0.5126,0.4874,44.1825,0.1119,0.6917,0.1963,0.0276,0.0528,0.0963,0.0763,0.3749,0.0686,0.5352,0.5747,111,Huerta de Los Frailes
13,28,074,07,003,2025,0.4973,0.5027,34.6296,0.2805,0.6602,0.0593,0.0133,0.0365,0.0933,0.0789,0.4935,0.0605,0.6822,0.7261,111,Huerta de Los Frailes
13,28,074,07,004,2494,0.4968,0.5032,36.2294,0.2466,0.6732,0.0802,0.0281,0.0565,0.0862,0.0708,0.4433,0.0707,0.644,0.6929,111,Huerta de Los Frailes
13,28,074,07,005,2791,0.4815,0.5185,34.1716,0.2709,0.6786,0.0505,0.0244,0.0577,0.083,0.0658,0.4826,0.0655,0.7076,0.7572,111,Huerta de Los Frailes
13,28,074,07,006,1561,0.4984,0.5016,32.5759,0.3126,0.6547,0.0327,0.0372,0.0577,0.0466,0.0382,0.4511,0.0596,0.7651,0.8136,111,Huerta de Los Frailes
13,28,074,07,007,1721,0.4834,0.5166,33.0529,0.2807,0.6827,0.0366,0.0866,0.1429,0.0598,0.0436,0.3708,0.1574,0.6357,0.7544,111,Huerta de Los Frailes
13,28,075,01,001,2268,0.5137,0.4863,40.0326,0.183,0.6821,0.1349,0.1367,0.1631,0.0426,0.0259,0.2299,0.1537,0.5348,0.6319,168,Mejorada del Campo
13,28,075,01,002,1536,0.4974,0.5026,38.2786,0.1693,0.7409,0.0898,0.11,0.1432,0.0502,0.0321,0.261,0.1397,0.6034,0.7014,168,Mejorada del Campo
13,28,075,01,003,1435,0.4983,0.5017,37.0495,0.216,0.7052,0.0787,0.0732,0.1038,0.0542,0.0382,0.3138,0.1096,0.6284,0.7058,168,Mejorada del Campo
13,28,075,01,004,1628,0.4711,0.5289,34.9601,0.2371,0.7058,0.0571,0.1057,0.129,0.0741,0.053900000000000003,0.3688,0.1082,0.6039,0.6771,168,Mejorada del Campo
13,28,075,01,005,2049,0.4944,0.5056,34.3685,0.2318,0.7145,0.0537,0.0913,0.1254,0.0432,0.0248,0.3355,0.0976,0.6989,0.7745,168,Mejorada del Campo
13,28,076,01,001,599,0.4641,0.5359,49.6928,0.0868,0.6494,0.2638,0.1586,0.177,0.0384,0.0238,0.309,0.1395,0.4625,0.5375,222,Rascafría
13,28,078,01,001,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,033,Buitrago de Lozoya
13,28,079,01,001,1159,0.5203,0.4797,47.3106,0.0863,0.6721,0.2416,0.1648,0.2381,0.0482,0.0425,0.6364,0.1129,0.4674,0.5269,061,Cortes
13,28,079,01,002,888,0.5236,0.4764,43.2252,0.0484,0.8018,0.1498,0.2432,0.366,0.0639,0.0627,0.6071,0.1182,0.5385,0.6107,061,Cortes
13,28,079,01,003,1743,0.4968,0.5032,43.7499,0.07,0.7631,0.167,0.2731,0.3798,0.066,0.0592,0.5663,0.1126,0.5009,0.5645,061,Cortes
13,28,079,01,004,1273,0.5185,0.4815,46.5475,0.0731,0.7023,0.2247,0.1634,0.2577,0.0619,0.0559,0.6424,0.1284,0.4831,0.5542,061,Cortes
13,28,079,01,006,1712,0.4907,0.5093,46.5736,0.0718,0.7214,0.2068,0.1863,0.2769,0.0604,0.0516,0.6834,0.1005,0.5179,0.5758,061,Cortes
13,28,079,01,007,823,0.5176,0.4824,45.8979,0.0948,0.6853,0.2199,0.1361,0.2005,0.0617,0.055,0.651,0.1045,0.506,0.5651,248,Segovia
13,28,079,01,008,776,0.5077,0.4923,47.3776,0.0773,0.6959,0.2268,0.1727,0.2784,0.0545,0.0433,0.6215,0.1324,0.5126,0.5908,248,Segovia
13,28,079,01,009,1409,0.511,0.489,44.8801,0.0866,0.7317,0.1817,0.1888,0.2683,0.0427,0.0381,0.6768,0.1097,0.561,0.6301,248,Segovia
13,28,079,01,011,1080,0.5204,0.4796,45.1269,0.0731,0.7491,0.1778,0.1843,0.2685,0.0659,0.0569,0.6024,0.1401,0.5395,0.6274,248,Segovia
13,28,079,01,012,766,0.5052,0.4948,44.3003,0.0601,0.7611,0.1789,0.2272,0.3316,0.0583,0.0514,0.5889,0.1316,0.5042,0.5806,248,Segovia
13,28,079,01,013,1195,0.4929,0.5071,41.6703,0.0795,0.7925,0.128,0.2385,0.323,0.0573,0.0527,0.5755,0.1336,0.56,0.6464,248,Segovia
13,28,079,01,014,1396,0.5172,0.4828,43.4613,0.0946,0.7321,0.1734,0.159,0.235,0.0633,0.0546,0.5902,0.121,0.5403,0.6147,248,Segovia
13,28,079,01,015,1737,0.4519,0.5481,46.2965,0.0691,0.7611,0.1698,0.2251,0.2982,0.0408,0.0346,0.517,0.2702,0.4477,0.6135,248,Segovia
13,28,079,01,016,1115,0.5058,0.4942,43.8825,0.0951,0.7327,0.1722,0.1883,0.2628,0.0614,0.0525,0.6571,0.11,0.553,0.6214,248,Segovia
13,28,079,01,018,1740,0.5086,0.4914,48.0764,0.0701,0.6971,0.2328,0.1247,0.1966,0.0538,0.0482,0.6094,0.1116,0.5167,0.5816,248,Segovia
13,28,079,01,019,1290,0.5426,0.4574,45.486,0.0659,0.7504,0.1837,0.1287,0.1969,0.0465,0.0423,0.6556,0.0941,0.5834,0.644,248,Segovia
13,28,079,01,020,1252,0.5088,0.4912,46.0847,0.0879,0.7133,0.1989,0.147,0.2157,0.0464,0.042,0.563,0.1364,0.5158,0.5972,248,Segovia
13,28,079,01,021,1854,0.5065,0.4935,46.4364,0.0701,0.7341,0.1958,0.1446,0.2055,0.0505,0.0447,0.5626,0.1434,0.5162,0.6027,248,Segovia
13,28,079,01,022,1243,0.5302,0.4698,43.8029,0.0925,0.749,0.1585,0.1874,0.2711,0.0683,0.0594,0.5887,0.1083,0.5691,0.6383,141,Lavapiés
13,28,079,01,023,1407,0.5181,0.4819,42.8898,0.0775,0.7832,0.1393,0.2452,0.3362,0.0462,0.0401,0.5293,0.1459,0.5501,0.6441,248,Segovia
13,28,079,01,024,1243,0.4875,0.5125,42.1722,0.07,0.7973,0.1327,0.2301,0.2944,0.0606,0.0528,0.6081,0.1471,0.5666,0.6644,248,Segovia
13,28,079,01,025,987,0.5086,0.4914,42.9473,0.074,0.7893,0.1368,0.2107,0.2969,0.0613,0.0547,0.6324,0.1191,0.5503,0.6247,248,Segovia
13,28,079,01,026,1531,0.4918,0.5082,43.339,0.0666,0.7707,0.1626,0.2724,0.3749,0.0637,0.0602,0.6725,0.0959,0.5346,0.5913,248,Segovia
13,28,079,01,027,1191,0.4912,0.5088,43.4366,0.0605,0.7985,0.1411,0.2326,0.3191,0.0572,0.0509,0.6702,0.0952,0.5773,0.6381,004,Alameda
13,28,079,01,028,1547,0.4409,0.5591,41.4182,0.0698,0.8164,0.1138,0.351,0.4228,0.0528,0.0473,0.5295,0.1337,0.5177,0.5976,141,Lavapiés
13,28,079,01,029,1387,0.4621,0.5379,42.349,0.0815,0.7815,0.137,0.2437,0.3381,0.0534,0.0447,0.5392,0.1436,0.5385,0.6287,141,Lavapiés
13,28,079,01,030,1061,0.4901,0.5099,41.1225,0.1112,0.7615,0.1272,0.2762,0.3572,0.0424,0.0318,0.4666,0.1452,0.5493,0.6426,141,Lavapiés
13,28,079,01,031,1174,0.483,0.517,42.0622,0.0911,0.7743,0.1346,0.2308,0.3186,0.0534,0.0469,0.4517,0.1891,0.5305,0.6542,141,Lavapiés
13,28,079,01,032,2106,0.491,0.509,41.4354,0.0912,0.7896,0.1192,0.1937,0.2578,0.0606,0.0575,0.6129,0.1096,0.6071,0.6818,141,Lavapiés
13,28,079,01,033,1270,0.4559,0.5441,42.3551,0.074,0.7945,0.1315,0.2685,0.3827,0.0374,0.0315,0.4923,0.1705,0.5255,0.6335,141,Lavapiés
13,28,079,01,034,1558,0.4416,0.5584,39.256100000000004,0.10780000000000001,0.801,0.0911,0.3973,0.5013,0.0417,0.0309,0.4165,0.1597,0.5187,0.6173,141,Lavapiés
13,28,079,01,035,1508,0.4695,0.5305,41.4231,0.1121,0.746,0.1419,0.2878,0.3846,0.0471,0.0373,0.3891,0.1714,0.5019,0.6057,141,Lavapiés
13,28,079,01,036,1089,0.4922,0.5078,42.0973,0.0781,0.7971,0.1249,0.2571,0.3434,0.0538,0.0468,0.51,0.1738,0.5398,0.6534,141,Lavapiés
13,28,079,01,037,1103,0.4941,0.5059,43.2412,0.0879,0.7733,0.1387,0.2557,0.3418,0.0487,0.0398,0.4821,0.1495,0.5596,0.6581,141,Lavapiés
13,28,079,01,038,1579,0.3635,0.6365,39.318600000000004,0.0684,0.8417,0.0899,0.4744,0.5459,0.0292,0.0238,0.3385,0.1449,0.4854,0.5676,141,Lavapiés
